province,num_hhmember,number_slept_under_itn,under_5,five_to_nineteen,nineteen_plus,num_under_5_slept_under_net,num_under_5,percent_slept_under_nets,percent_kids_slept_under_nets,all_slept_under_net,rural,wealth_quintile,raw_weight_hh,true_cluster,strata_id,fpc,fpc2,itns_in_hh,llins_in_hh,irs,num_of_sleeping_spaces,any_net,treated,more_than_one_net,more_than_one_itn,more_than_one_llin,num_nets,ratio_nets_to_spaces,ratio_greater_than_1,at_least_one_itn,at_least_one_llin,at_least_one_ever_treated,itn_and_irs,itn_or_irs,per_hh_with_irs_in_ea,cat_per_hh_with_irs_in_ea,very_high_irs_in_ea,high_irs_in_ea,medium_irs_in_ea,low_irs_in_ea,very_low_irs_in_ea,people_per_net,nets_per_people,one_net_per_2_people,full_cover_or_irs_or_all_under_nets,all_kids_slept_under_net,itn_2_1_coverage_and_irs,itn_2_1_coverage_or_irs
Southern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,709.4030762,162,19,0.008669267,0.275000006,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.45454545,3,0,0,1,0,0,NA,0,0,0,NA,0,0
North-Western,3,3,1,#NAME?,1,1,1,1,1,1,Rural,2,533.244873,154,12,0.011178861,0.15436241,2,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,47.82608696,3,0,0,1,0,0,1.5,0.666666667,1,1,1,1,1
Southern,3,3,1,#NAME?,1,1,1,1,1,1,Rural,3,2668.378662,168,19,0.008669267,0.030037547,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,29.16666667,2,0,0,0,1,0,1.5,0.666666667,1,1,1,0,1
Western,5,5,1,#NAME?,1,1,1,1,1,1,Rural,2,608.5783691,193,15,0.009014085,0.25,4,4,0,1,1,4,1,1,1,4,4,1,1,1,1,0,1,9.523809524,1,0,0,0,0,1,1.25,0.8,1,1,1,0,1
Central,5,5,#NAME?,1,1,0,0,1,NA,1,Rural,5,537.9537354,8,17,0.008504924,0.347222209,3,3,0,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,36,2,0,0,0,1,0,1.666666667,0.6,1,1,NA,0,1
Northern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,771.267334,129,16,0.008608972,0.178571433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,661.9102783,201,20,0.010673986,0.216216221,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,87.5,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Luapula,7,7,1,1,1,2,2,1,1,1,Rural,1,496.3392334,82,18,0.01005291,0.135714293,3,3,1,2,1,3,1,1,1,3,1.5,1,1,1,1,1,1,89.47368421,5,1,0,0,0,0,2.333333333,0.428571429,0,1,1,0,1
Luapula,4,0,1,#NAME?,1,0,2,0,0,0,Rural,2,699.3758545,80,18,0.01005291,0.115577891,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,0,0,0
Eastern,5,3,1,1,1,1,2,0.6,0.5,0,Rural,5,490.130249,41,20,0.010673986,0.118811883,1,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,72.72727273,4,0,1,0,0,0,5,0.2,0,1,0,0,1
Central,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,561.8015747,10,17,0.008504924,0.273809522,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,47.82608696,3,0,0,1,0,0,1,1,1,1,NA,0,1
Central,9,0,1,1,1,0,2,0,0,0,Rural,4,641.1096802,18,17,0.008504924,0.263157904,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,20,2,0,0,0,1,0,9,0.111111111,0,1,0,0,0
Southern,6,0,1,1,1,0,1,0,0,0,Rural,4,2668.378662,168,19,0.008669267,0.030037547,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,0,0,0
Northern,6,6,#NAME?,1,1,0,0,1,NA,1,Rural,5,229.5438385,133,16,0.008608972,0.600000024,3,2,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,57.89473684,3,0,0,1,0,0,2,0.5,1,1,NA,0,1
Western,4,2,1,#NAME?,1,1,2,0.5,0.5,0,Rural,1,487.8677063,182,15,0.009014085,0.161971837,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,26.08695652,2,0,0,0,1,0,4,0.25,0,0,0,0,0
Western,7,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,455.3486633,191,15,0.009014085,0.201680675,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,50,3,0,0,1,0,0,NA,0,0,1,NA,0,1
North-Western,5,3,#NAME?,1,1,0,0,0.6,NA,0,Rural,1,560.2043457,151,12,0.011178861,0.148148149,2,0,1,1,1,2,1,1,0,2,2,1,1,0,1,1,1,40,3,0,0,1,0,0,2.5,0.4,0,1,NA,0,1
Northern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,1,644.4005127,137,16,0.008608972,0.124260359,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,66.66666667,4,0,1,0,0,0,1,1,1,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1661.061035,70,6,0.004081632,0.203703701,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,22.72727273,2,0,0,0,1,0,1,1,1,0,NA,0,1
Eastern,1,0,#NAME?,1,#NAME?,0,0,0,NA,0,Rural,1,346.9143982,62,20,0.010673986,0.223300964,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52.17391304,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Northern,2,1,#NAME?,#NAME?,1,0,0,0.5,NA,0,Rural,2,651.9214478,131,16,0.008608972,0.233009711,1,0,0,2,1,1,0,0,0,1,0.5,0,1,0,1,0,1,12.5,1,0,0,0,0,1,2,0.5,1,0,NA,0,1
Central,6,6,#NAME?,1,1,0,0,1,NA,1,Rural,4,574.0814209,11,17,0.008504924,0.298701286,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,30.43478261,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
Western,3,3,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,455.3486633,191,15,0.009014085,0.201680675,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,50,3,0,0,1,0,0,1.5,0.666666667,1,1,NA,0,1
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,441.381958,57,20,0.010673986,0.217391297,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,84,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Central,3,0,#NAME?,1,1,0,0,0,NA,0,Urban,2,2280.060059,20,7,0.003372681,0.185185179,2,2,0,3,1,2,1,1,1,2,0.666666667,0,1,1,1,0,1,28,2,0,0,0,1,0,1.5,0.666666667,1,0,NA,0,1
Lusaka,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,3,146.1127014,91,10,0.010804322,0.333333343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,NA,0,0,0,NA,0,0
North-Western,5,0,#NAME?,1,1,0,0,0,NA,0,Urban,4,2388.099854,157,3,0.005050505,0.131736532,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,60,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Copperbelt,7,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,995.0276489,31,11,0.004253509,0.139240503,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,56.52173913,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Western,5,3,1,1,1,1,2,0.6,0.5,0,Rural,2,417.3861084,195,15,0.009014085,0.237113401,1,0,1,2,1,1,0,0,0,1,0.5,0,1,0,1,1,1,34.7826087,2,0,0,0,1,0,5,0.2,0,1,0,0,1
Copperbelt,6,6,1,1,1,1,1,1,1,1,Urban,5,326.7254944,31,11,0.004253509,0.139240503,2,0,1,2,1,2,1,1,0,2,1,1,1,0,1,1,1,56.52173913,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Southern,2,1,#NAME?,#NAME?,1,0,0,0.5,NA,0,Rural,3,882.3082886,171,19,0.008669267,0.078125,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,38.0952381,2,0,0,0,1,0,2,0.5,1,0,NA,0,1
Muchinga,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,1,235.6892395,112,14,0.008843537,0.490196079,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5,1,0,0,0,0,NA,0,0,0,NA,0,0
Central,6,6,1,1,1,2,2,1,1,1,Urban,5,2280.060059,20,7,0.003372681,0.185185179,4,4,1,3,1,4,1,1,1,4,1.333333333,1,1,1,1,1,1,28,2,0,0,0,1,0,1.5,0.666666667,1,1,1,1,1
Lusaka,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,1603.284668,101,13,0.004336827,0.103960395,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,2,0,0,0,1,0,NA,0,0,0,NA,0,0
Lusaka,4,0,1,1,1,0,1,0,0,0,Urban,5,2968.234619,111,13,0.004336827,0.0995671,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1,0,0,0,0,1,NA,0,0,0,0,0,0
North-Western,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,458.3145752,146,12,0.011178861,0.200000003,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65.2173913,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Southern,3,0,1,#NAME?,1,0,1,0,0,0,Urban,5,1069.150513,178,8,0.003696858,0.246376812,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,22.72727273,2,0,0,0,1,0,1.5,0.666666667,1,1,0,1,1
Eastern,5,5,1,1,1,1,1,1,1,1,Rural,5,461.8257446,53,20,0.010673986,0.186567158,3,3,0,2,1,3,1,1,1,3,1.5,1,1,1,1,0,1,40,3,0,0,1,0,0,1.666666667,0.6,1,1,1,0,1
Western,6,5,#NAME?,1,1,0,0,0.833333333,NA,0,Rural,4,481.2757568,183,15,0.009014085,0.347222209,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,36,2,0,0,0,1,0,2,0.5,1,1,NA,0,1
Muchinga,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,1,375.7364807,123,14,0.008843537,0.284090906,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Central,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,4,574.0814209,11,17,0.008504924,0.298701286,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,30.43478261,2,0,0,0,1,0,1,1,1,1,NA,1,1
Central,5,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,508.188385,9,17,0.008504924,0.316666663,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,36.84210526,2,0,0,0,1,0,5,0.2,0,0,NA,0,0
North-Western,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,4,392.0827942,153,12,0.011178861,0.108527131,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Copperbelt,8,8,1,1,1,4,4,1,1,1,Urban,5,1197.647339,38,11,0.004253509,0.25555557,3,0,0,3,1,3,1,1,0,3,1,1,1,0,1,0,1,41.66666667,3,0,0,1,0,0,2.666666667,0.375,0,1,1,0,0
Eastern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,346.9143982,62,20,0.010673986,0.223300964,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,52.17391304,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Northern,5,5,1,1,1,1,1,1,1,1,Rural,2,366.293396,138,16,0.008608972,0.300000012,4,4,0,2,1,4,1,1,1,4,2,1,1,1,1,0,1,14.28571429,1,0,0,0,0,1,1.25,0.8,1,1,1,0,1
Southern,3,3,1,1,1,1,1,1,1,1,Rural,3,676.9153442,160,19,0.008669267,0.186274514,3,3,0,1,1,3,1,1,1,3,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1
Eastern,6,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,427.0566711,42,20,0.010673986,0.278481007,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,68.18181818,4,0,1,0,0,0,NA,0,0,1,NA,0,1
Lusaka,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,5,785.8235474,94,10,0.010804322,0.178294569,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.695652174,1,0,0,0,0,1,NA,0,0,0,NA,0,0
North-Western,7,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,377.5714111,147,12,0.011178861,0.274193555,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Muchinga,6,0,1,1,1,0,1,0,0,0,Rural,1,555.9848633,116,14,0.008843537,0.135869563,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,76,4,0,1,0,0,0,NA,0,0,1,0,0,1
Copperbelt,5,0,1,1,1,0,2,0,0,0,Urban,5,2386.630371,36,11,0.004253509,0.078369908,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,52,3,0,0,1,0,0,NA,0,0,1,0,0,1
Copperbelt,2,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,859.3067627,35,11,0.004253509,0.205128208,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,54.16666667,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Northern,5,4,#NAME?,1,1,0,0,0.8,NA,0,Rural,3,169.5883789,132,16,0.008608972,0.181818187,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,4.347826087,1,0,0,0,0,1,2.5,0.4,0,1,NA,0,0
Southern,8,0,1,1,1,0,1,0,0,0,Rural,4,2668.378662,168,19,0.008669267,0.030037547,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,29.16666667,2,0,0,0,1,0,NA,0,0,0,0,0,0
Western,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,153.4167023,194,15,0.009014085,0.51111114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82.60869565,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Northern,3,0,1,1,1,0,1,0,0,0,Rural,2,1004.013367,139,16,0.008608972,0.06051873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,1,0,0,0,0,1,NA,0,0,0,0,0,0
Eastern,5,4,#NAME?,1,1,0,0,0.8,NA,0,Rural,4,754.2520752,54,20,0.010673986,0.12578617,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,95.45454545,5,1,0,0,0,0,2.5,0.4,0,1,NA,0,1
Eastern,5,0,1,1,1,0,1,0,0,0,Rural,2,481.271698,58,20,0.010673986,0.165517241,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4,0,1,0,0,0,NA,0,0,1,0,0,1
Eastern,3,3,1,1,1,1,1,1,1,1,Rural,1,294.5521545,46,20,0.010673986,0.333333343,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,58.33333333,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Copperbelt,6,0,1,1,1,0,2,0,0,0,Urban,5,995.0276489,31,11,0.004253509,0.139240503,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,56.52173913,3,0,0,1,0,0,NA,0,0,1,0,0,1
Central,8,0,1,1,1,0,2,0,0,0,Rural,4,479.9390564,4,17,0.008504924,0.160256416,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,NA,0,0,0,0,0,0
Southern,2,2,#NAME?,1,1,0,0,1,NA,1,Rural,4,1015.069885,173,19,0.008669267,0.139534891,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,12,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Southern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Urban,5,2030.643921,179,8,0.003696858,0.206185564,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Copperbelt,3,0,1,#NAME?,1,0,1,0,0,0,Urban,5,859.3067627,35,11,0.004253509,0.205128208,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,54.16666667,3,0,0,1,0,0,NA,0,0,0,0,0,0
Luapula,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Urban,4,1629.50769,90,4,0.002994012,0.157894731,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,87.5,5,1,0,0,0,0,1,1,1,1,NA,1,1
Copperbelt,8,6,1,1,1,2,2,0.75,1,0,Urban,5,1197.647339,38,11,0.004253509,0.25555557,3,3,1,5,1,3,1,1,1,3,0.6,0,1,1,1,1,1,41.66666667,3,0,0,1,0,0,2.666666667,0.375,0,1,1,0,1
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,505.5463867,48,20,0.010673986,0.273809522,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,43.47826087,3,0,0,1,0,0,1,1,1,1,NA,0,1
Lusaka,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,523.6849976,93,10,0.010804322,0.06122449,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,27.27272727,2,0,0,0,1,0,NA,0,0,1,NA,0,1
Western,8,8,#NAME?,1,1,0,0,1,NA,1,Rural,4,784.9139404,192,15,0.009014085,0.162337661,4,4,0,3,1,4,1,1,1,4,1.333333333,1,1,1,1,0,1,0,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Eastern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,481.271698,58,20,0.010673986,0.165517241,1,1,1,2,1,1,0,0,0,1,0.5,0,1,1,1,1,1,72,4,0,1,0,0,0,2,0.5,1,1,NA,1,1
Luapula,7,7,#NAME?,1,1,0,0,1,NA,1,Rural,5,496.3392334,82,18,0.01005291,0.135714293,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,89.47368421,5,1,0,0,0,0,2.333333333,0.428571429,0,1,NA,0,1
Muchinga,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,227.0856781,122,14,0.008843537,0.226415098,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,45.83333333,3,0,0,1,0,0,NA,0,0,1,NA,0,1
Eastern,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,1266.574219,61,20,0.010673986,0.116959065,2,2,0,2,1,2,1,1,1,2,1,1,1,1,1,0,1,25,2,0,0,0,1,0,1.5,0.666666667,1,1,NA,0,1
Central,3,0,1,#NAME?,1,0,1,0,0,0,Rural,2,641.1096802,18,17,0.008504924,0.263157904,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,20,2,0,0,0,1,0,NA,0,0,1,0,0,1
Northern,2,2,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,360.3304749,141,16,0.008608972,0.333333343,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,13.63636364,1,0,0,0,0,1,2,0.5,1,1,NA,0,1
Eastern,4,0,#NAME?,1,1,0,0,0,NA,0,Rural,3,619.6938477,55,20,0.010673986,0.154838711,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,681.663269,197,20,0.010673986,0.193548381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,83.33333333,5,1,0,0,0,0,NA,0,0,0,NA,0,0
Lusaka,2,0,1,#NAME?,1,0,1,0,0,0,Rural,5,576.4810181,96,10,0.010804322,0.268817216,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,72,4,0,1,0,0,0,NA,0,0,1,0,0,1
Lusaka,5,0,1,1,1,0,1,0,0,0,Urban,5,2968.234619,111,13,0.004336827,0.0995671,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04347826,1,0,0,0,0,1,NA,0,0,0,0,0,0
Lusaka,4,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,4,258.8890076,92,10,0.010804322,0.19178082,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,18.75,1,0,0,0,0,1,NA,0,0,1,NA,0,1
Northern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,511.7737122,126,16,0.008608972,0.46938777,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5,1,0,0,0,0,NA,0,0,1,NA,0,1
Luapula,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,538.1774902,81,18,0.01005291,0.182481751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Central,7,5,#NAME?,1,1,0,0,0.714285714,NA,0,Rural,2,470.0323181,2,17,0.008504924,0.220338985,2,0,1,2,1,2,1,1,0,2,1,1,1,0,1,1,1,44.44444444,3,0,0,1,0,0,3.5,0.285714286,0,1,NA,0,1
Luapula,3,0,#NAME?,1,1,0,0,0,NA,0,Rural,2,412.4599609,72,18,0.01005291,0.184615389,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,45.83333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Lusaka,3,0,#NAME?,1,1,0,0,0,NA,0,Urban,5,1603.284668,101,13,0.004336827,0.103960395,1,1,0,3,1,1,0,0,0,1,0.333333333,0,1,1,1,0,1,22.72727273,2,0,0,0,1,0,3,0.333333333,0,0,NA,0,0
Central,12,2,1,1,1,0,2,0.166666667,0,0,Rural,5,740.0307617,5,17,0.008504924,0.191011235,2,0,0,6,1,2,1,1,0,2,0.333333333,0,1,0,1,0,1,20,2,0,0,0,1,0,6,0.166666667,0,0,0,0,0
Eastern,6,6,1,1,1,2,2,1,1,1,Rural,2,461.8257446,53,20,0.010673986,0.186567158,2,0,1,2,1,2,1,1,0,2,1,1,1,0,1,1,1,40,3,0,0,1,0,0,3,0.333333333,0,1,1,0,1
Eastern,5,0,1,1,1,0,2,0,0,0,Rural,2,681.663269,197,20,0.010673986,0.193548381,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83.33333333,5,1,0,0,0,0,NA,0,0,1,0,0,1
North-Western,3,2,#NAME?,1,1,0,0,0.666666667,NA,0,Rural,3,95.80170441,147,12,0.011178861,0.274193555,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,83.33333333,5,1,0,0,0,0,3,0.333333333,0,1,NA,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,294.5521545,46,20,0.010673986,0.333333343,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Southern,5,4,1,1,1,1,1,0.8,1,0,Rural,4,866.6915894,176,19,0.008669267,0.107476637,2,2,1,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,43.47826087,3,0,0,1,0,0,2.5,0.4,0,1,1,0,1
Eastern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,273.2630615,51,20,0.010673986,0.300000012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33333333,3,0,0,1,0,0,NA,0,0,0,NA,0,0
Southern,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,540.2883301,164,19,0.008669267,0.169354841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.04761905,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Western,4,3,1,#NAME?,1,1,1,0.75,1,0,Rural,3,455.3486633,191,15,0.009014085,0.201680675,1,1,0,2,1,1,0,0,0,1,0.5,0,1,1,1,0,1,50,3,0,0,1,0,0,4,0.25,0,0,1,0,0
Copperbelt,7,7,1,1,1,1,1,1,1,1,Urban,5,1197.647339,38,11,0.004253509,0.25555557,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,41.66666667,3,0,0,1,0,0,2.333333333,0.428571429,0,1,1,0,0
Muchinga,5,4,#NAME?,1,1,0,0,0.8,NA,0,Rural,4,376.7821045,114,14,0.008843537,0.177304968,2,2,1,3,1,2,1,1,1,2,0.666666667,0,1,1,1,1,1,92,5,1,0,0,0,0,2.5,0.4,0,1,NA,0,1
Northern,2,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,1,500.5276489,135,16,0.008608972,0.194690272,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18181818,4,0,1,0,0,0,NA,0,0,0,NA,0,0
Eastern,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,2,555.6348877,200,20,0.010673986,0.147540987,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,79.16666667,4,0,1,0,0,0,1,1,1,1,NA,1,1
Copperbelt,6,2,1,1,1,1,1,0.333333333,1,0,Rural,3,443.9248962,30,9,0.009740259,0.115207374,1,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,60,4,0,1,0,0,0,6,0.166666667,0,1,1,0,1
Copperbelt,6,6,1,1,1,1,1,1,1,1,Rural,4,2013.269531,25,9,0.009740259,0.055944055,2,0,1,3,1,2,1,1,0,2,0.666666667,0,1,0,1,1,1,75,4,0,1,0,0,0,3,0.333333333,0,1,1,0,1
Western,7,7,#NAME?,1,1,0,0,1,NA,1,Rural,4,487.8677063,182,15,0.009014085,0.161971837,4,4,0,4,1,4,1,1,1,4,1,1,1,1,1,0,1,26.08695652,2,0,0,0,1,0,1.75,0.571428571,1,1,NA,0,1
Eastern,4,3,1,1,1,1,1,0.75,1,0,Rural,3,603.1306763,198,20,0.010673986,0.152173907,1,1,1,3,1,1,0,0,0,1,0.333333333,0,1,1,1,1,1,90.47619048,5,1,0,0,0,0,4,0.25,0,1,1,0,1
Central,1,1,#NAME?,#NAME?,1,0,0,1,NA,1,Rural,5,537.9537354,8,17,0.008504924,0.347222209,3,3,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,36,2,0,0,0,1,0,0.333333333,3,1,1,NA,1,1
Muchinga,7,7,#NAME?,1,1,0,0,1,NA,1,Rural,2,355.3428955,124,14,0.008843537,0.290909082,3,3,0,3,1,3,1,1,1,3,1,1,1,1,1,0,1,25,2,0,0,0,1,0,2.333333333,0.428571429,0,1,NA,0,0
Central,1,0,#NAME?,#NAME?,1,0,0,0,NA,0,Rural,2,909.2398071,13,17,0.008504924,0.091304347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,1,0,0,0,0,1,NA,0,0,0,NA,0,0
Copperbelt,6,3,1,1,1,1,1,0.5,1,0,Urban,5,859.3067627,35,11,0.004253509,0.205128208,1,0,1,3,1,1,0,0,0,1,0.333333333,0,1,0,1,1,1,54.16666667,3,0,0,1,0,0,6,0.166666667,0,1,1,0,1
